Crime_id,day_of_week,time_in_queue,town_name,province_name,location_id,year,crime_type,victim_gender,time_of_day
C15403,Wednesday,240,Rural,Sokoto,SoRu35879,2010,harassment,F,23
C15426,Wednesday,237,Bello,Amanzi,AmBe11240,2010,sexual_assault,F,20
C15433,Saturday,289,Asmara,Amanzi,AmAs10236,2010,severe_assault,M,13
C15463,Wednesday,168,Djenne,Hawassa,HaDj16895,2010,harassment,F,7
C15465,Friday,28,Rural,Hawassa,HaRu17943,2010,theft,F,23
C15495,Thursday,131,Rural,Sokoto,SoRu37481,2010,vandalism,M,9
C15496,Tuesday,32,Rural,Akatsi,AkRu04963,2010,theft,F,4
C15498,Thursday,131,Rural,Sokoto,SoRu37481,2010,harassment,F,16
C15514,Sunday,98,Rural,Akatsi,AkRu06202,2010,sexual_assault,C,19
C15550,Tuesday,240,Rural,Sokoto,SoRu36116,2010,harassment,F,20
C15556,Sunday,65,Rural,Akatsi,AkRu07635,2010,theft,F,14
C15557,Friday,23,Rural,Akatsi,AkRu06833,2010,sexual_assault,F,12
C15569,Thursday,211,Asmara,Amanzi,AmAs10146,2010,harassment,F,20
C15600,Monday,65,Rural,Sokoto,SoRu35106,2010,severe_assault,F,17
C15620,Friday,17,Rural,Kilimani,KiRu26363,2010,murder,F,5
C15622,Friday,17,Rural,Kilimani,KiRu26363,2010,sexual_assault,F,22
C15623,Monday,61,Rural,Hawassa,HaRu18119,2010,vandalism,F,19
C15633,Friday,148,Abidjan,Amanzi,AmAb08960,2010,sexual_assault,F,19
C15639,Friday,17,Rural,Kilimani,KiRu26363,2010,sexual_assault,F,21
C15695,Tuesday,24,Asmara,Amanzi,AmAs10613,2010,public_intoxication,M,6
C15715,Thursday,64,Rural,Sokoto,SoRu39214,2010,harassment,F,5
C15727,Friday,316,Rural,Kilimani,KiRu26316,2010,sexual_assault,F,22
C15758,Tuesday,24,Asmara,Amanzi,AmAs10613,2010,murder,F,19
C15764,Friday,316,Rural,Kilimani,KiRu26316,2010,harassment,F,19
C15767,Monday,96,Rural,Hawassa,HaRu17509,2010,severe_assault,M,15
C15809,Thursday,113,Harare,Kilimani,KiHa22786,2010,harassment,F,13
C15829,Wednesday,120,Rural,Kilimani,KiRu28894,2010,theft,C,18
C15855,Thursday,113,Harare,Kilimani,KiHa22786,2010,sexual_assault,F,17
C15857,Sunday,44,Rural,Kilimani,KiRu30494,2010,public_intoxication,C,4
C15877,Thursday,113,Harare,Kilimani,KiHa22786,2010,harassment,F,19
C15878,Tuesday,241,Rural,Hawassa,HaRu20639,2010,theft,F,12
C15886,Saturday,397,Rural,Amanzi,AmRu15206,2010,harassment,M,19
C15910,Friday,136,Rural,Kilimani,KiRu30126,2010,sexual_assault,F,13
C15921,Friday,209,Rural,Sokoto,SoRu34672,2010,harassment,F,11
C15930,Wednesday,106,Rural,Kilimani,KiRu26004,2010,theft,F,4
C15947,Tuesday,241,Rural,Hawassa,HaRu20639,2010,murder,F,4
C15949,Friday,194,Rural,Akatsi,AkRu05111,2010,vandalism,C,13
C15958,Tuesday,85,Zuri,Kilimani,KiZu31304,2010,harassment,F,13
C15960,Wednesday,194,Zuri,Kilimani,KiZu30800,2010,harassment,F,23
C15967,Monday,118,Rural,Hawassa,HaRu17399,2010,vandalism,F,19
C15970,Thursday,82,Zuri,Kilimani,KiZu31278,2010,harassment,C,4
C15975,Thursday,82,Zuri,Kilimani,KiZu31278,2010,harassment,F,13
C16015,Monday,191,Rural,Hawassa,HaRu17583,2010,theft,M,22
C16033,Saturday,76,Rural,Kilimani,KiRu30449,2010,theft,M,23
C16040,Wednesday,59,Rural,Sokoto,SoRu37227,2010,vandalism,F,6
C16045,Monday,240,Rural,Akatsi,AkRu08032,2010,severe_assault,F,7
C16049,Friday,25,Asmara,Amanzi,AmAs10255,2010,public_intoxication,M,13
C16054,Friday,25,Asmara,Amanzi,AmAs10255,2010,harassment,F,23
C16067,Wednesday,59,Rural,Sokoto,SoRu37227,2010,sexual_assault,F,16
C16083,Friday,189,Rural,Akatsi,AkRu08164,2010,vandalism,F,7
C16084,Friday,189,Rural,Akatsi,AkRu08164,2010,severe_assault,F,21
C16088,Friday,49,Mrembo,Kilimani,KiMr25115,2010,public_intoxication,F,21
C16108,Monday,393,Rural,Kilimani,KiRu29348,2010,sexual_assault,F,23
C16110,Thursday,104,Rural,Akatsi,AkRu05911,2010,sexual_assault,F,21
C16112,Monday,393,Rural,Kilimani,KiRu29348,2010,sexual_assault,F,10
C16118,Sunday,75,Rural,Kilimani,KiRu25760,2010,public_intoxication,F,21
C16122,Wednesday,212,Rural,Sokoto,SoRu35015,2010,sexual_assault,C,22
C16128,Friday,278,Rural,Kilimani,KiRu29374,2010,harassment,M,20
C16135,Tuesday,26,Deka,Hawassa,HaDe16548,2010,theft,F,20
C16144,Saturday,413,Rural,Sokoto,SoRu34853,2010,murder,F,21
C16149,Monday,30,Rural,Hawassa,HaRu18806,2010,severe_assault,M,6
C16153,Thursday,43,Rural,Akatsi,AkRu08718,2010,severe_assault,F,23
C16155,Wednesday,82,Rural,Hawassa,HaRu18844,2010,sexual_assault,F,9
C16157,Monday,135,Rural,Sokoto,SoRu36085,2010,harassment,F,5
C16193,Friday,25,Asmara,Amanzi,AmAs10255,2010,sexual_assault,F,7
C16202,Saturday,359,Rural,Akatsi,AkRu03398,2010,theft,M,16
C16214,Sunday,85,Rural,Akatsi,AkRu07878,2010,sexual_assault,C,14
C16248,Saturday,85,Rural,Kilimani,KiRu29188,2010,public_intoxication,M,19
C16263,Sunday,161,Rural,Kilimani,KiRu26316,2010,theft,F,15
C16271,Monday,169,Amara,Kilimani,KiAm22494,2010,harassment,M,6
C16279,Saturday,157,Zuri,Kilimani,KiZu31259,2010,theft,F,21
C16280,Sunday,147,Rural,Sokoto,SoRu34770,2010,severe_assault,M,19
C16292,Wednesday,123,Rural,Amanzi,AmRu12957,2010,sexual_assault,F,23
C16303,Saturday,215,Rural,Akatsi,AkRu03701,2010,vandalism,F,22
C16308,Tuesday,18,Asmara,Amanzi,AmAs10250,2010,harassment,C,17
C16315,Friday,25,Asmara,Amanzi,AmAs10255,2010,harassment,F,20
C16340,Friday,21,Rural,Akatsi,AkRu03697,2010,vandalism,F,21
C16349,Tuesday,84,Rural,Amanzi,AmRu15131,2010,public_intoxication,F,13
C16366,Wednesday,16,Pwani,Amanzi,AmPw12329,2010,public_intoxication,M,23
C16377,Monday,97,Rural,Kilimani,KiRu26067,2010,theft,F,19
C16391,Sunday,79,Rural,Akatsi,AkRu04258,2010,severe_assault,F,14
C16409,Friday,246,Rural,Akatsi,AkRu07646,2010,severe_assault,M,22
C16413,Friday,246,Rural,Akatsi,AkRu07646,2010,harassment,F,9
C16437,Thursday,187,Rural,Kilimani,KiRu28303,2010,harassment,F,18
C16442,Tuesday,65,Rural,Hawassa,HaRu19631,2010,harassment,F,5
C16473,Wednesday,90,Asmara,Amanzi,AmAs10390,2010,vandalism,M,19
C16481,Friday,270,Rural,Sokoto,SoRu36308,2010,harassment,F,15
C16485,Saturday,237,Rural,Hawassa,HaRu19944,2010,public_intoxication,M,11
C16495,Friday,270,Rural,Sokoto,SoRu36308,2010,harassment,F,12
C16504,Monday,134,Rural,Akatsi,AkRu04092,2010,harassment,F,7
C16506,Friday,243,Rural,Sokoto,SoRu38785,2010,harassment,F,19
C16519,Monday,89,Rural,Sokoto,SoRu37766,2010,sexual_assault,F,10
C16531,Tuesday,82,Rural,Akatsi,AkRu03943,2010,public_intoxication,F,21
C16534,Tuesday,82,Rural,Akatsi,AkRu03943,2010,sexual_assault,F,23
C16542,Saturday,60,Cheche,Sokoto,SoCh32030,2010,harassment,M,14
C16550,Thursday,148,Rural,Kilimani,KiRu26835,2010,harassment,F,19
C16596,Friday,91,Dahabu,Amanzi,AmDa11468,2010,harassment,F,10
C16600,Friday,91,Dahabu,Amanzi,AmDa11468,2010,sexual_assault,F,13
C16610,Friday,27,Rural,Akatsi,AkRu02932,2010,sexual_assault,F,22
C16619,Saturday,136,Rural,Akatsi,AkRu05559,2010,vandalism,C,17
C16621,Saturday,51,Asmara,Amanzi,AmAs10463,2010,severe_assault,F,20
C16624,Friday,160,Rural,Akatsi,AkRu07613,2010,theft,C,9
C16626,Wednesday,51,Rural,Akatsi,AkRu05828,2010,sexual_assault,F,22
C16627,Saturday,51,Asmara,Amanzi,AmAs10463,2010,theft,M,17
C16651,Friday,160,Rural,Akatsi,AkRu07613,2010,harassment,F,20
C16670,Thursday,30,Abidjan,Amanzi,AmAb09120,2010,severe_assault,M,22
C16687,Wednesday,212,Rural,Sokoto,SoRu35015,2010,sexual_assault,F,7
C16689,Tuesday,180,Rural,Akatsi,AkRu07199,2010,sexual_assault,F,20
C16698,Monday,30,Rural,Kilimani,KiRu28436,2010,harassment,M,5
C16705,Monday,271,Rural,Hawassa,HaRu18231,2010,public_intoxication,C,8
C16715,Wednesday,172,Rural,Akatsi,AkRu08584,2010,public_intoxication,F,6
C16721,Saturday,177,Rural,Hawassa,HaRu19793,2010,theft,F,14
C16732,Friday,163,Rural,Kilimani,KiRu27739,2010,sexual_assault,F,18
C16733,Tuesday,180,Rural,Kilimani,KiRu30433,2010,harassment,F,14
C16736,Saturday,183,Rural,Akatsi,AkRu04318,2010,theft,M,18
C16738,Tuesday,180,Rural,Kilimani,KiRu30433,2010,sexual_assault,F,16
C16740,Tuesday,180,Rural,Kilimani,KiRu30433,2010,vandalism,F,20
C16745,Thursday,67,Zuri,Kilimani,KiZu30913,2010,severe_assault,F,4
C16746,Wednesday,30,Dahabu,Amanzi,AmDa11864,2010,public_intoxication,M,4
C16759,Saturday,183,Rural,Akatsi,AkRu04318,2010,murder,C,9
C16762,Saturday,183,Rural,Akatsi,AkRu04318,2010,sexual_assault,F,23
C16766,Monday,57,Dahabu,Amanzi,AmDa12231,2010,theft,F,6
C16768,Monday,134,Rural,Akatsi,AkRu04092,2010,theft,C,4
C16773,Saturday,177,Rural,Hawassa,HaRu19793,2010,public_intoxication,F,14
C16776,Thursday,128,Rural,Kilimani,KiRu29207,2010,harassment,F,21
C16794,Thursday,128,Rural,Kilimani,KiRu29207,2010,sexual_assault,F,13
C16820,Monday,184,Rural,Akatsi,AkRu03744,2010,harassment,C,23
C16834,Friday,136,Amina,Amanzi,AmAm09983,2010,harassment,F,19
C16844,Sunday,78,Rural,Kilimani,KiRu27209,2010,public_intoxication,F,6
C16857,Friday,139,Rural,Hawassa,HaRu20166,2010,vandalism,F,20
C16865,Friday,41,Rural,Amanzi,AmRu13344,2010,theft,M,9
C16870,Saturday,319,Rural,Kilimani,KiRu26652,2010,sexual_assault,M,8
C16872,Tuesday,157,Rural,Akatsi,AkRu03823,2010,vandalism,F,8
C16896,Thursday,80,Rural,Sokoto,SoRu39249,2010,harassment,F,9
C16927,Thursday,93,Rural,Hawassa,HaRu17292,2010,murder,F,10
C16952,Tuesday,26,Dahabu,Amanzi,AmDa11566,2010,harassment,M,19
C16956,Saturday,294,Zuri,Kilimani,KiZu31237,2010,theft,F,22
C16962,Saturday,294,Zuri,Kilimani,KiZu31237,2010,harassment,M,14
C16969,Saturday,294,Zuri,Kilimani,KiZu31237,2010,theft,M,4
C16972,Monday,155,Rural,Hawassa,HaRu17833,2010,murder,F,20
C16989,Wednesday,69,Rural,Sokoto,SoRu35301,2010,vandalism,C,23
C16991,Friday,26,Pwani,Amanzi,AmPw12729,2010,harassment,F,21
C16992,Saturday,470,Zuri,Kilimani,KiZu31073,2010,severe_assault,F,15
C16994,Wednesday,69,Rural,Sokoto,SoRu35301,2010,theft,F,18
C16995,Wednesday,54,Rural,Akatsi,AkRu07683,2010,theft,F,17
C16996,Friday,26,Pwani,Amanzi,AmPw12729,2010,harassment,M,17
C17014,Saturday,124,Rural,Akatsi,AkRu04073,2010,public_intoxication,F,21
C17018,Friday,26,Pwani,Amanzi,AmPw12729,2010,public_intoxication,M,5
C17026,Friday,26,Pwani,Amanzi,AmPw12729,2010,theft,M,5
C17033,Monday,179,Rural,Hawassa,HaRu19166,2010,harassment,C,4
C17039,Friday,17,Rural,Sokoto,SoRu34997,2010,murder,F,12
C17041,Friday,17,Rural,Sokoto,SoRu34997,2010,sexual_assault,F,20
C17057,Wednesday,30,Pwani,Amanzi,AmPw12298,2010,theft,C,5
C17063,Friday,100,Rural,Hawassa,HaRu20543,2010,sexual_assault,F,14
C17090,Sunday,97,Rural,Akatsi,AkRu05183,2010,harassment,F,9
C17104,Thursday,53,Zuri,Kilimani,KiZu30690,2010,sexual_assault,F,16
C17105,Friday,106,Rural,Akatsi,AkRu05256,2010,murder,F,10
C17108,Thursday,53,Zuri,Kilimani,KiZu30690,2010,sexual_assault,F,22
C17125,Friday,46,Zuri,Kilimani,KiZu30906,2010,theft,F,22
C17131,Wednesday,80,Amina,Amanzi,AmAm09906,2010,vandalism,M,13
C17152,Monday,181,Rural,Hawassa,HaRu17304,2010,sexual_assault,M,22
C17157,Thursday,235,Rural,Sokoto,SoRu35144,2010,harassment,F,22
C17161,Saturday,129,Rural,Akatsi,AkRu04575,2010,severe_assault,M,18
C17164,Friday,240,Rural,Sokoto,SoRu37635,2010,theft,C,22
C17185,Monday,181,Rural,Hawassa,HaRu17304,2010,harassment,F,16
C17197,Saturday,316,Rural,Akatsi,AkRu06720,2010,harassment,F,11
C17203,Friday,240,Rural,Sokoto,SoRu37635,2010,harassment,F,7
C17209,Wednesday,71,Rural,Akatsi,AkRu07207,2010,harassment,C,19
C17211,Friday,30,Lusaka,Akatsi,AkLu02524,2010,harassment,F,12
C17220,Tuesday,92,Rural,Akatsi,AkRu05551,2010,theft,C,20
C17223,Friday,30,Lusaka,Akatsi,AkLu02524,2010,sexual_assault,F,5
C17227,Wednesday,135,Asmara,Amanzi,AmAs10265,2010,theft,M,16
C17245,Monday,311,Zuri,Kilimani,KiZu30779,2010,murder,F,9
C17248,Tuesday,170,Rural,Kilimani,KiRu27278,2010,harassment,F,9
C17249,Wednesday,72,Rural,Akatsi,AkRu04963,2010,theft,F,5
C17258,Tuesday,170,Rural,Kilimani,KiRu27278,2010,sexual_assault,F,16
C17264,Friday,129,Lusaka,Akatsi,AkLu01909,2010,harassment,F,9
C17265,Monday,30,Rural,Kilimani,KiRu28573,2010,harassment,F,9
C17267,Wednesday,174,Rural,Akatsi,AkRu03687,2010,public_intoxication,F,21
C17268,Wednesday,174,Rural,Akatsi,AkRu03687,2010,sexual_assault,F,8
C17309,Friday,117,Zuri,Kilimani,KiZu31424,2010,theft,F,9
C17315,Monday,161,Rural,Akatsi,AkRu08890,2010,vandalism,F,23
C17330,Sunday,57,Ilanga,Sokoto,SoIl32392,2010,harassment,M,7
C17331,Sunday,57,Ilanga,Sokoto,SoIl32392,2010,murder,M,9
C17343,Monday,26,Rural,Akatsi,AkRu05534,2010,sexual_assault,C,22
C17346,Monday,26,Rural,Akatsi,AkRu05534,2010,theft,F,22
C17350,Monday,215,Rural,Amanzi,AmRu15301,2010,public_intoxication,C,23
C17351,Friday,53,Rural,Akatsi,AkRu02923,2010,sexual_assault,F,12
C17361,Saturday,326,Asmara,Amanzi,AmAs10300,2010,public_intoxication,M,18
C17363,Wednesday,224,Rural,Akatsi,AkRu08268,2010,sexual_assault,F,5
C17394,Saturday,237,Bello,Amanzi,AmBe11230,2010,harassment,M,21
C17406,Monday,240,Isiqalo,Kilimani,KiIs23962,2010,sexual_assault,F,20
C17409,Thursday,18,Dahabu,Amanzi,AmDa12124,2010,sexual_assault,M,22
C17418,Tuesday,238,Isiqalo,Kilimani,KiIs23730,2010,harassment,F,20
C17420,Thursday,86,Rural,Kilimani,KiRu29489,2010,harassment,F,7
C17428,Friday,53,Rural,Akatsi,AkRu02923,2010,harassment,F,23
C17436,Wednesday,30,Rural,Kilimani,KiRu25355,2010,vandalism,F,5
C17454,Monday,161,Rural,Akatsi,AkRu08890,2010,severe_assault,F,8
C17459,Friday,205,Rural,Kilimani,KiRu29136,2010,theft,F,7
C17484,Wednesday,205,Rural,Hawassa,HaRu19588,2010,sexual_assault,F,6
C17485,Wednesday,16,Rural,Akatsi,AkRu02850,2010,murder,F,21
C17494,Wednesday,16,Rural,Akatsi,AkRu02850,2010,theft,F,18
C17513,Thursday,218,Asmara,Amanzi,AmAs10447,2010,severe_assault,M,16
C17522,Sunday,40,Ilanga,Sokoto,SoIl32877,2010,severe_assault,F,15
C17533,Monday,311,Zuri,Kilimani,KiZu30779,2010,murder,F,19
C17585,Friday,72,Asmara,Amanzi,AmAs10170,2010,theft,F,11
C17587,Thursday,131,Rural,Akatsi,AkRu06311,2010,harassment,F,18
C17592,Monday,322,Rural,Sokoto,SoRu39167,2010,murder,F,13
C17597,Wednesday,68,Rural,Amanzi,AmRu14583,2010,vandalism,M,23
C17609,Tuesday,182,Rural,Sokoto,SoRu37961,2010,sexual_assault,F,19
C17622,Wednesday,16,Rural,Akatsi,AkRu02850,2010,harassment,F,23
C17632,Thursday,62,Rural,Kilimani,KiRu27986,2010,sexual_assault,F,19
C17653,Monday,240,Amina,Amanzi,AmAm09530,2010,severe_assault,F,23
C17663,Wednesday,16,Rural,Akatsi,AkRu02850,2010,harassment,F,23
C17688,Thursday,28,Rural,Kilimani,KiRu28484,2010,harassment,M,22
C17744,Saturday,316,Rural,Sokoto,SoRu36729,2010,sexual_assault,F,11
C17753,Thursday,28,Rural,Kilimani,KiRu28484,2010,theft,M,10
C17769,Saturday,311,Zuri,Kilimani,KiZu31300,2010,public_intoxication,F,12
C17774,Sunday,68,Rural,Akatsi,AkRu05877,2010,theft,F,9
C17786,Sunday,68,Rural,Akatsi,AkRu05877,2010,severe_assault,M,8
C17788,Tuesday,110,Rural,Kilimani,KiRu29394,2010,harassment,F,5
C17792,Saturday,225,Rural,Akatsi,AkRu08470,2010,harassment,M,6
C17806,Wednesday,111,Asmara,Amanzi,AmAs10049,2010,theft,M,8
C17815,Tuesday,110,Rural,Kilimani,KiRu29394,2010,harassment,F,22
C17816,Friday,148,Rural,Akatsi,AkRu03495,2010,harassment,M,5
C17831,Saturday,225,Rural,Akatsi,AkRu08470,2010,severe_assault,F,16
C17841,Saturday,165,Rural,Sokoto,SoRu38179,2010,public_intoxication,M,7
C17842,Saturday,311,Zuri,Kilimani,KiZu31300,2010,severe_assault,F,8
C17843,Wednesday,176,Rural,Akatsi,AkRu03272,2010,harassment,F,20
C17855,Monday,374,Rural,Kilimani,KiRu29458,2010,theft,F,11
C17857,Saturday,225,Rural,Akatsi,AkRu08470,2010,vandalism,F,21
C17868,Friday,232,Rural,Sokoto,SoRu37521,2010,sexual_assault,F,9
C17869,Saturday,225,Rural,Akatsi,AkRu08470,2010,public_intoxication,F,18
C17880,Saturday,509,Rural,Kilimani,KiRu25700,2010,public_intoxication,F,11
C17883,Saturday,302,Zuri,Kilimani,KiZu30746,2010,sexual_assault,M,20
C17892,Wednesday,30,Rural,Amanzi,AmRu15656,2010,harassment,C,16
C17903,Tuesday,240,Asmara,Amanzi,AmAs10386,2010,vandalism,M,10
C17912,Sunday,35,Rural,Akatsi,AkRu06047,2010,vandalism,F,21
C17918,Sunday,31,Rural,Sokoto,SoRu37452,2010,sexual_assault,F,11
C17937,Friday,243,Rural,Akatsi,AkRu04693,2010,sexual_assault,F,22
C17947,Wednesday,220,Dahabu,Amanzi,AmDa12031,2010,theft,F,22
C17952,Tuesday,76,Bello,Amanzi,AmBe11154,2010,theft,F,22
C17961,Friday,28,Dahabu,Amanzi,AmDa11783,2010,sexual_assault,M,21
C17979,Friday,111,Rural,Sokoto,SoRu37483,2010,theft,F,16
C17995,Thursday,18,Rural,Kilimani,KiRu28713,2010,public_intoxication,F,14
C17998,Friday,236,Rural,Sokoto,SoRu35458,2010,sexual_assault,F,13
C18007,Thursday,18,Rural,Kilimani,KiRu28713,2010,theft,M,19
C18008,Saturday,264,Rural,Kilimani,KiRu28677,2010,public_intoxication,F,18
C18012,Monday,154,Asmara,Amanzi,AmAs10579,2010,public_intoxication,M,14
C18018,Sunday,143,Rural,Amanzi,AmRu13613,2010,severe_assault,M,21
C18020,Friday,98,Rural,Sokoto,SoRu36824,2010,public_intoxication,F,7
C18055,Monday,17,Rural,Akatsi,AkRu06211,2010,public_intoxication,F,14
C18096,Friday,147,Rural,Sokoto,SoRu37374,2010,sexual_assault,F,8
C18100,Saturday,90,Rural,Akatsi,AkRu08034,2010,severe_assault,F,22
C18148,Saturday,239,Rural,Kilimani,KiRu27336,2010,public_intoxication,F,20
C18185,Tuesday,165,Rural,Kilimani,KiRu26781,2010,harassment,F,8
C18195,Monday,147,Rural,Sokoto,SoRu38373,2010,harassment,F,10
C18204,Tuesday,157,Rural,Hawassa,HaRu17471,2010,harassment,F,23
C18211,Saturday,302,Rural,Akatsi,AkRu04898,2010,theft,M,20
C18214,Friday,40,Deka,Hawassa,HaDe16367,2010,harassment,F,23
C18220,Friday,39,Rural,Kilimani,KiRu28970,2010,severe_assault,F,6
C18224,Friday,106,Rural,Akatsi,AkRu05256,2010,severe_assault,F,17
C18225,Friday,106,Rural,Akatsi,AkRu05256,2010,vandalism,F,21
C18226,Wednesday,33,Rural,Akatsi,AkRu03653,2010,harassment,F,7
C18227,Friday,106,Rural,Akatsi,AkRu05256,2010,harassment,C,9
C18231,Wednesday,127,Rural,Akatsi,AkRu05807,2010,sexual_assault,F,22
C18232,Thursday,48,Rural,Hawassa,HaRu20866,2010,sexual_assault,F,11
C18235,Friday,210,Abidjan,Amanzi,AmAb09213,2010,severe_assault,M,8
C18242,Friday,40,Deka,Hawassa,HaDe16367,2010,theft,F,7
C18294,Tuesday,77,Rural,Akatsi,AkRu04073,2010,sexual_assault,C,21
C18297,Saturday,140,Rural,Kilimani,KiRu27457,2010,theft,M,10
C18300,Thursday,46,Rural,Kilimani,KiRu26736,2010,sexual_assault,F,23
C18304,Saturday,41,Rural,Hawassa,HaRu19308,2010,public_intoxication,F,17
C18317,Saturday,91,Rural,Sokoto,SoRu35226,2010,harassment,F,6
C18338,Saturday,41,Rural,Hawassa,HaRu19308,2010,theft,F,20
C18341,Monday,352,Rural,Sokoto,SoRu38339,2010,theft,M,16
C18352,Tuesday,174,Bello,Amanzi,AmBe11030,2010,vandalism,M,15
C18360,Friday,119,Rural,Akatsi,AkRu03936,2010,sexual_assault,F,21
C18401,Monday,21,Rural,Kilimani,KiRu29715,2010,murder,M,5
C18412,Saturday,366,Rural,Sokoto,SoRu37428,2010,harassment,M,8
C18416,Sunday,16,Rural,Kilimani,KiRu28972,2010,public_intoxication,F,21
C18424,Saturday,100,Zuri,Kilimani,KiZu31326,2010,public_intoxication,C,17
C18427,Wednesday,173,Rural,Akatsi,AkRu07874,2010,harassment,F,11
C18430,Saturday,140,Rural,Kilimani,KiRu27457,2010,theft,M,12
C18431,Saturday,140,Rural,Kilimani,KiRu27457,2010,theft,F,18
C18433,Saturday,140,Rural,Kilimani,KiRu27457,2010,theft,M,6
C18436,Tuesday,30,Rural,Kilimani,KiRu25244,2010,vandalism,M,23
C18442,Sunday,16,Rural,Kilimani,KiRu28972,2010,public_intoxication,M,20
C18450,Monday,242,Abidjan,Amanzi,AmAb09223,2010,public_intoxication,M,19
C18454,Friday,20,Rural,Akatsi,AkRu08828,2010,severe_assault,F,21
C18465,Monday,57,Rural,Akatsi,AkRu08683,2010,theft,C,17
C18469,Friday,110,Rural,Akatsi,AkRu04480,2010,harassment,F,11
C18479,Sunday,59,Rural,Amanzi,AmRu14948,2010,murder,M,9
C18509,Saturday,348,Rural,Kilimani,KiRu26904,2010,vandalism,F,15
C18515,Monday,123,Rural,Hawassa,HaRu17456,2010,severe_assault,C,10
C18523,Monday,123,Rural,Hawassa,HaRu17456,2010,public_intoxication,M,20
C18526,Monday,165,Rural,Akatsi,AkRu04041,2010,theft,M,13
C18534,Friday,61,Rural,Akatsi,AkRu08508,2010,harassment,F,6
C18542,Saturday,348,Rural,Kilimani,KiRu26904,2010,severe_assault,F,4
C18546,Thursday,129,Rural,Hawassa,HaRu19142,2010,theft,F,18
C18547,Monday,123,Rural,Hawassa,HaRu17456,2010,sexual_assault,F,19
C18561,Monday,78,Rural,Sokoto,SoRu39248,2010,public_intoxication,F,7
C18602,Saturday,348,Rural,Kilimani,KiRu26904,2010,theft,M,6
C18605,Monday,139,Rural,Kilimani,KiRu26411,2010,severe_assault,F,21
C18619,Sunday,79,Rural,Kilimani,KiRu29290,2010,harassment,M,12
C18620,Monday,345,Rural,Hawassa,HaRu20144,2010,sexual_assault,F,18
C18641,Saturday,479,Rural,Hawassa,HaRu17226,2010,murder,F,5
C18676,Saturday,181,Asmara,Amanzi,AmAs10754,2010,sexual_assault,M,23
C18708,Saturday,181,Asmara,Amanzi,AmAs10754,2010,severe_assault,M,10
C18710,Thursday,107,Rural,Akatsi,AkRu06965,2010,murder,F,10
C18736,Tuesday,57,Rural,Hawassa,HaRu17847,2010,vandalism,F,15
C18743,Monday,169,Amara,Kilimani,KiAm22229,2010,sexual_assault,F,21
C18749,Saturday,186,Rural,Hawassa,HaRu19162,2010,harassment,F,6
C18766,Thursday,55,Rural,Sokoto,SoRu36950,2010,theft,F,18
C18767,Saturday,410,Amina,Hawassa,HaAm16087,2010,severe_assault,F,21
C18769,Tuesday,57,Rural,Hawassa,HaRu17847,2010,harassment,F,14
C18774,Thursday,170,Rural,Akatsi,AkRu05922,2010,harassment,F,13
C18785,Monday,348,Asmara,Amanzi,AmAs10763,2010,harassment,M,23
C18795,Monday,327,Rural,Akatsi,AkRu04035,2010,severe_assault,C,7
C18817,Saturday,334,Rural,Akatsi,AkRu08883,2010,public_intoxication,F,19
C18829,Thursday,140,Rural,Sokoto,SoRu35421,2010,harassment,F,11
C18831,Monday,96,Dahabu,Amanzi,AmDa12208,2010,severe_assault,M,11
C18836,Monday,96,Dahabu,Amanzi,AmDa12208,2010,public_intoxication,F,9
C18840,Sunday,83,Rural,Hawassa,HaRu17987,2010,theft,M,22
C18864,Tuesday,222,Rural,Akatsi,AkRu05551,2010,harassment,F,23
C18901,Saturday,186,Rural,Hawassa,HaRu19162,2010,theft,M,15
C18914,Saturday,374,Rural,Akatsi,AkRu07207,2010,severe_assault,F,23
C18917,Wednesday,228,Rural,Akatsi,AkRu03443,2010,harassment,F,23
C18918,Monday,23,Rural,Kilimani,KiRu29219,2010,harassment,F,5
C18921,Friday,313,Amina,Hawassa,HaAm16269,2010,sexual_assault,F,19
C18923,Wednesday,228,Rural,Akatsi,AkRu03443,2010,murder,F,6
C18924,Tuesday,168,Abidjan,Amanzi,AmAb09272,2010,severe_assault,M,4
C18927,Saturday,479,Rural,Hawassa,HaRu17226,2010,public_intoxication,M,17
C18938,Friday,267,Kofi,Sokoto,SoKo33204,2010,theft,F,15
C18951,Tuesday,25,Rural,Akatsi,AkRu06011,2010,harassment,F,9
C18952,Friday,267,Kofi,Sokoto,SoKo33204,2010,murder,C,17
C18986,Tuesday,103,Lusaka,Akatsi,AkLu02063,2010,harassment,F,10
C18998,Monday,17,Asmara,Amanzi,AmAs10033,2010,harassment,F,11
C19012,Monday,177,Rural,Kilimani,KiRu28862,2010,public_intoxication,F,20
C19013,Wednesday,126,Marang,Sokoto,SoMa34434,2010,sexual_assault,M,15
C19018,Tuesday,112,Rural,Akatsi,AkRu07411,2010,murder,F,22
C19020,Tuesday,54,Rural,Kilimani,KiRu26830,2010,harassment,F,16
C19027,Thursday,45,Rural,Kilimani,KiRu30489,2010,public_intoxication,M,14
C19034,Monday,316,Rural,Sokoto,SoRu36066,2010,public_intoxication,M,17
C19037,Sunday,22,Rural,Sokoto,SoRu34653,2010,theft,F,19
C19040,Tuesday,97,Rural,Akatsi,AkRu02863,2010,harassment,C,17
C19046,Saturday,233,Rural,Hawassa,HaRu20627,2010,theft,F,15
